id,title,year,source,name,platform,genre,mode,group,type,quote
721,Postmortem: Deck13 Interactives Lords of the Fallen,2015,http://www.gamasutra.com/view/news/236275/Postmortem_Deck13_Interactives_Lords_of_the_Fallen.php,Lords of the Fallen,console pc,action rpg,single,production,testing,"Still, we did not have enough time left for proper beta testing. Even though testing was ongoing and a great QA department at the publisher supported our small internal QA management team all along, there was just not enough feedback on balancing and, even worse in our case, on compatibility."
722,Postmortem: Deck13 Interactives Lords of the Fallen,2015,http://www.gamasutra.com/view/news/236275/Postmortem_Deck13_Interactives_Lords_of_the_Fallen.php,Lords of the Fallen,console pc,action rpg,single,management-people,crunch-time,"That seemed extraordinarily tough, and it was only doable by crunching throughout the final months, to the point where people got so stressed that you could barely talk to them."
723,Postmortem: Deck13 Interactives Lords of the Fallen,2015,http://www.gamasutra.com/view/news/236275/Postmortem_Deck13_Interactives_Lords_of_the_Fallen.php,Lords of the Fallen,console pc,action rpg,single,management-people,communication,"At the beginning of the project, both publisher and developer sides did not feel that it was very important to approach things too formally, and therefore there were (in some areas) no clear hierarchies or responsibilities in place. (...) Throughout large portions of the development time, we were not really good at communicating. While we were not so bad talking internally (well, there still were issues but we had them under control), we were really miserable communicators when it came to publisher discussions. As there wasnt one person channeling all requests and feedback, there were times when it actually felt as if everyone was talking to everyone, without clear rules or structures, resulting in a lot of negative vibrations, confusion, and anger. Basically we had not thought about establishing guidelines for communication, and things only got better when we did so."
724,Postmortem: Deck13 Interactives Lords of the Fallen,2015,http://www.gamasutra.com/view/news/236275/Postmortem_Deck13_Interactives_Lords_of_the_Fallen.php,Lords of the Fallen,console pc,action rpg,single,management-feature,planning,"We tried to counter the lack of a managing producer with building up management power at Deck13, firstly by establishing two-week sprints together with the publisher to have a clear overview of the tasks that were to follow next and to see early enough what would inevitably slip. Still, every sprint basically felt like the team would fail to meet the goals, and people were close to resigning, as they could not keep up with the psychological stress this was causing."
725,Into the asylum: A postmortem of Human Head Studios Lost Within,2015,http://www.gamasutra.com/view/news/252242/Into_the_asylum_A_postmortem_of_Human_Head_Studios_Lost_Within.php,Lost Within,mobile,adventure,single,production,design,"At the start, the story was too long and too detailed. There were too many reveals, too many twists, and too much content to create in order to convey it all. We had to chop down parts of the story, rework reveals, and ensure that the key beats were properly conveyed to the player. Keeping the dialogue comprehensive, natural-sounding, and to-the-point required a lot of unexpected iteration time. (...) But because of how integrated the narrative was to components such as cinematics, level design, and some aspects of game design, delays to the story caused other departments to stall or have to throw out work and redo it when aspects of the narrative changed."
726,Into the asylum: A postmortem of Human Head Studios Lost Within,2015,http://www.gamasutra.com/view/news/252242/Into_the_asylum_A_postmortem_of_Human_Head_Studios_Lost_Within.php,Lost Within,mobile,adventure,single,production,technical,But as the narrative developed we found that the number of cinematics we needed was steadily creeping up. We were also finding that the camera motion and distortions required a significant amount of iteration time to reach the quality bar we demanded.
727,Into the asylum: A postmortem of Human Head Studios Lost Within,2015,http://www.gamasutra.com/view/news/252242/Into_the_asylum_A_postmortem_of_Human_Head_Studios_Lost_Within.php,Lost Within,mobile,adventure,single,production,testing,"Luckily for us, Amazon was in the process of developing a top-of-the-line usability testing lab. (...) Because the usability testing process wasn’t completely in place, everyone spent a lot of time interpreting and acting upon the results. Ultimately, we were all on the same page when reviewing the data and together we determined which feedback was valid and actionable and which could be safely ignored."
728,Into the asylum: A postmortem of Human Head Studios Lost Within,2015,http://www.gamasutra.com/view/news/252242/Into_the_asylum_A_postmortem_of_Human_Head_Studios_Lost_Within.php,Lost Within,mobile,adventure,single,production,prototyping,"Once the prototype is approved, then it should be replaced with a proper system that is typically rewritten from scratch. Due to the rapid pace of development, we began to make use of the prototype game systems, fully intending to go back and rewrite them later. However, once systems -- such as doors -- became entrenched in the game, ripping them out and rewriting them threatened to create wide repercussions for other departments such as level and overall game design. In addition, a full rewrite would have taken too much of a programmers time relative to the remaining tasks/bugs to finish before release."
729,Postmortem: Monolith Productions Middle-earth: Shadow of Mordor,2015,http://www.gamasutra.com/view/news/234421/Postmortem_Monolith_Productions_Middleearth_Shadow_of_Mordor.php,Middle-earth: Shadow of Mordor,console pc,action,single,management-people,team,"One of our major challenges during the course of development was that Monolith Productions condensed a couple of smaller game teams that were finishing products into a large, single team set-up. (...) This meant that new team members had to be integrated together very rapidly, and new production processes had to be re-organized for best efficiency and results. Some team members also had to adapt to working on a new genre."
730,Postmortem: Monolith Productions Middle-earth: Shadow of Mordor,2015,http://www.gamasutra.com/view/news/234421/Postmortem_Monolith_Productions_Middleearth_Shadow_of_Mordor.php,Middle-earth: Shadow of Mordor,console pc,action,single,management-feature,feature-creep,"The Nemesis System started with a fairly simple idea of personal villains, then during pre-production, it went through quite a bit of feature creep which made it significantly more complex and took it further away from the core promise."
731,Postmortem: Monolith Productions Middle-earth: Shadow of Mordor,2015,http://www.gamasutra.com/view/news/234421/Postmortem_Monolith_Productions_Middleearth_Shadow_of_Mordor.php,Middle-earth: Shadow of Mordor,console pc,action,single,management-feature,cutting-features,"We not only had to trust each other in terms of the process of creating the game, we also had no clear benchmarks or data to demonstrate that it would work even once it was created. This insecurity about our core systems led us to direct a lot of effort to peripheral systems such as side activities and even some epic features like a climbable Great Beast that later got cut."
732,Postmortem: Monolith Productions Middle-earth: Shadow of Mordor,2015,http://www.gamasutra.com/view/news/234421/Postmortem_Monolith_Productions_Middleearth_Shadow_of_Mordor.php,Middle-earth: Shadow of Mordor,console pc,action,single,management-feature,planning,"During pre-production, we didn’t have good metrics on our production capacity. This led to the specification of the game being over-ambitious, which as we started to get a clearer picture of reality required us to make some pretty big and painful cuts."
733,"Postmortem: E-Line Media and Upper One Games Never Alone
",2015,http://www.gamasutra.com/view/news/236049/Postmortem_ELine_Media_and_Upper_One_Games_Never_Alone.php,Never Alone,console mobile pc,platformer puzzle,multi single,production,bugs,"We found issues with the system and fixed them. We found triggers that werent set up properly and updated them. And then we did a complete playthrough again and fixed even more issues. (...) Another problem came when it was time to distribute review copies of the game to the European press. At the time, we were still working on the 1.01 patch that fixed some of the big issues we discovered after submission but before release."
734,"Postmortem: E-Line Media and Upper One Games Never Alone
",2015,http://www.gamasutra.com/view/news/236049/Postmortem_ELine_Media_and_Upper_One_Games_Never_Alone.php,Never Alone,console mobile pc,platformer puzzle,multi single,management-feature,cutting-features,"For an upcoming milestone, we spent many weeks building a big, nonlinear village environment that featured multiple questgivers. We added the ability to lift small objects and move them around. And most notoriously, we added a ""catch fish as they jump out of the water to get enough food for the village for dinner"" minigame. Even though it was in service of being stewards of an important culture, that milestone was what we now refer to as ""The Dark Ages"". (...) We went back to basics and returned to the roots of the project, until it started to look remarkably like what was in those original documents. Before we got there, though, a lot of people spent a lot of time on a lot of concepts that were either barely used or cut entirely."
735,"Postmortem: E-Line Media and Upper One Games Never Alone
",2015,http://www.gamasutra.com/view/news/236049/Postmortem_ELine_Media_and_Upper_One_Games_Never_Alone.php,Never Alone,console mobile pc,platformer puzzle,multi single,management-feature,planning,"But over the course of development, we realized that to make the game we wanted to make — and to make the game that was faithful to the culture we were representing — we needed to switch to targeting the Xbox One and PlayStation 4. (...) So we made the call to switch with less than a year before launch, but there was still enough time (barely) to make the transition. (...) Unfortunately, we didnt get the dev kits for another three months — a few weeks before it was scheduled to be playable by the public in Microsofts booth at E3."
736,"NFL RUSH Heroes & Rivals Postmortem
",2015,"http://www.gamasutra.com/blogs/ScottFine/20151209/261443/NFL_RUSH_Heroes__Rivals_Postmortem.php
",NFL RUSH Heroes and Rivals,mobile,sports,single,production,design,"I sometimes think about if I had known then what I know now, maybe I could have worked harder to fix the problems and fought harder for good design choices. Sadly, I can’t. The only thing I can do is take my experience and make sure the same mistakes aren’t made in the next project I get to be apart of."
737,"NFL RUSH Heroes & Rivals Postmortem
",2015,"http://www.gamasutra.com/blogs/ScottFine/20151209/261443/NFL_RUSH_Heroes__Rivals_Postmortem.php
",NFL RUSH Heroes and Rivals,mobile,sports,single,production,technical,A lot of mobile games today have preloaders. This is so app developers can release apps which are larger than 100 mb and not require WiFi for an initial download.
738,"NFL RUSH Heroes & Rivals Postmortem
",2015,"http://www.gamasutra.com/blogs/ScottFine/20151209/261443/NFL_RUSH_Heroes__Rivals_Postmortem.php
",NFL RUSH Heroes and Rivals,mobile,sports,single,management-people,team,"This one was to be smaller and more family focused. So Heroes and Rivals was meant to be targeted at a hardcore football fandom, while GameDay Heroes was meant to be played by families in one room. This split the team."
739,"NFL RUSH Heroes & Rivals Postmortem
",2015,"http://www.gamasutra.com/blogs/ScottFine/20151209/261443/NFL_RUSH_Heroes__Rivals_Postmortem.php
",NFL RUSH Heroes and Rivals,mobile,sports,single,management-feature,scope,"Had we done only one app or the other, we probably could have released a truly polished experience. Instead, we scoped the games poorly, and for that they both suffered."
740,Postmortem: Moon Studios heartfelt Ori and the Blind Forest,2015,http://www.gamasutra.com/view/news/242530/Postmortem_Moon_Studios_heartfelt_Ori_and_the_Blind_Forest.php,Ori and the Blind Forest,console pc,action platformer,single,management-people,crunch-time,"Having said that, we ultimately did have to crunch a couple of times during development in order to actually finish the game."
741,Out There: A Postmortem,2015,http://www.gamasutra.com/blogs/MichaelPeiffert/20150402/240302/Out_There_A_Postmortem.php,Out There,mobile pc,adventure roguelike,single,management-people,delays,"It was at this time that I started rereading my translation with a professional who graciously accepted to do it free of charge. There would eventually be a total of 28,000 words (I had not finished writing) to read in French and 24,000 in English. I thought it would take 5 days. We sat face to face while she read, corrected, etc. After 15 minutes, I asked her how much she had done so I could estimate the total amount of time we would need. She was still on the first sentence. It took several months."
742,Out There: A Postmortem,2015,http://www.gamasutra.com/blogs/MichaelPeiffert/20150402/240302/Out_There_A_Postmortem.php,Out There,mobile pc,adventure roguelike,single,management-people,team,Early 2013: Michael is busy uncluttering some of the more abstract aspects of the game and making a little cash by doing side gigs (...)
743,Out There: A Postmortem,2015,http://www.gamasutra.com/blogs/MichaelPeiffert/20150402/240302/Out_There_A_Postmortem.php,Out There,mobile pc,adventure roguelike,single,management-feature,scope,"Writing adventures, multiple choices, conditions, the balanced integration into the gameplay and then translating the whole thing into English was making my brain explode."
744,Postmortem: Joel McDonalds Prune,2015,http://www.gamasutra.com/view/news/264930/Postmortem_Joel_McDonalds_Prune.php,Prune,mobile,action,single,production,tools,"After talking to some friends, I worked up the courage to essentially reboot the game. (...) I had to completely rewrite how the trees grew in the game, and it took me several tries over a couple months’ time to get it right."
745,Postmortem: Joel McDonalds Prune,2015,http://www.gamasutra.com/view/news/264930/Postmortem_Joel_McDonalds_Prune.php,Prune,mobile,action,single,production,prototyping,"I spent the next six months prototyping all kinds of things--shield power-ups, infinite fractal trees, tree planets, weird inverted trees, and countless game modes like 2-player coop, FRENZY!, and endless modes."
746,Postmortem: Joel McDonalds Prune,2015,http://www.gamasutra.com/view/news/264930/Postmortem_Joel_McDonalds_Prune.php,Prune,mobile,action,single,management-feature,scope,"The game was originally supposed to be a short two to three month project to get my feet wet as a solo indie game designer. (...) Unfortunately, three months quickly turned into six months, and finally into a year and three months. (...) I had completely unrealistic expectations."
747,Postmortem: Joel McDonalds Prune,2015,http://www.gamasutra.com/view/news/264930/Postmortem_Joel_McDonalds_Prune.php,Prune,mobile,action,single,management-feature,planning,"I would waste hours of my time tweaking the look of a soon-to-be-cut mechanic, days of my time picking the exact right font, and weeks or months of my time deliberating over decisions such as how to represent the score in game. (...) The point is, our time as developers is incredibly precious, it’s limited. I should have asked myself more often than I did, what’s most important and what will nobody ever care about? (...) Here’s how it would generally go down. I would first make a crude schedule, not based on anything reasonable or sane but based on what I delusionally wanted to get done. I would give myself a fraction of the time actually needed to accomplish the remaining tasks. And then I would let this schedule sit in a dark corner of my hard drive for a while and get to working on stuff. Then one day I’d happen to unearth the schedule and look at the calendar and realize it was now 45 days later and I hadn’t even finished half the tasks on my list."
748,Postmortem: Flippflys Race the Sun,2015,http://www.gamasutra.com/view/news/264127/Postmortem_Flippflys_Race_the_Sun.php,Race the Sun,console mobile pc,running,single,production,tools,"We decided early on to use the built-in leaderboard features for each new platform we brought the game to, believing players would appreciate this. The downside is that we essentially have to re-write leaderboard support for each platform, which always takes significant time."
749,Postmortem: Flippflys Race the Sun,2015,http://www.gamasutra.com/view/news/264127/Postmortem_Flippflys_Race_the_Sun.php,Race the Sun,console mobile pc,running,single,management-people,delays,"The ports have taken longer than we planned, and each new platform has added varying degrees of overhead."
750,Postmortem: Flippflys Race the Sun,2015,http://www.gamasutra.com/view/news/264127/Postmortem_Flippflys_Race_the_Sun.php,Race the Sun,console mobile pc,running,single,management-feature,scope,We’ve also come to grips with the fact that we consistently under-estimate how long things will take by at least a factor of 2x.
751,Postmortem: Flippflys Race the Sun,2015,http://www.gamasutra.com/view/news/264127/Postmortem_Flippflys_Race_the_Sun.php,Race the Sun,console mobile pc,running,single,business,marketing,"we decided to go into marketing mode, and started emailing press, and essentially trying to move into an “alpha sales” mode for the game, selling early versions of the game on our website. (...) At this point we started talking about our experience on our blog, and then decided to launch the “Not on Steam” sale for our game and other indies who didn’t have access to Steam. These two events combined really helped raise the attention on our game, and we were finally greenlit in the fall of 2013. (...) Despite re-working the game’s visuals and gaining significant community support in our Kickstarter, we simply weren’t getting enough attention for the game to get past Greenlight’s barriers. So we launched the game via our website - and (quite predictably,) the revenue for the game fizzled out after just a couple weeks."
752,Postmortem: Flippflys Race the Sun,2015,http://www.gamasutra.com/view/news/264127/Postmortem_Flippflys_Race_the_Sun.php,Race the Sun,console mobile pc,running,single,business,monetization,"Around the 6 month mark, we were running out of money, the press was ignoring our game, and we weren’t selling any pre-orders. In this sad state, we decided to put together a Kickstarter to try to fund the rest of development. It got off to a horrible start, further demoralizing us as a team. After a week on Kickstarter with less than 10% funding, we seriously considered dropping the project."
753,"An indie-style experiment at a AAA studio: Insomniacs Slow Down, Bull",2015,http://www.gamasutra.com/view/news/259163/An_indiestyle_experiment_at_a_AAA_studio_Insomniacs_Slow_Down_Bull.php,"Slow Down, Bull",mobile pc,puzzle,single,production,design,"The result is that the first couple of areas balance out pretty well, but then you get difficulty spikes around Area 3, and the last area of the game has too lax of a stamp requirement to beat. The progression pacing is just off. Doing more thorough pre-release testing and telemetry with external playtesters would have helped iron out the balancing."
754,"An indie-style experiment at a AAA studio: Insomniacs Slow Down, Bull",2015,http://www.gamasutra.com/view/news/259163/An_indiestyle_experiment_at_a_AAA_studio_Insomniacs_Slow_Down_Bull.php,"Slow Down, Bull",mobile pc,puzzle,single,production,tools,"Though the initial prototype for Slow Down, Bull was built in Construct 2, we decided to go for Unity for the final game for a variety of reasons (performance issues, a seasoned Unity programmer on the team, a few technical features that were not possible in C2). We decided early on to make use of Unity’s animator tool, rather than controlling how and when animations were played in code, mostly because a general look at what it was capable of seemed like it was usable."
755,"An indie-style experiment at a AAA studio: Insomniacs Slow Down, Bull",2015,http://www.gamasutra.com/view/news/259163/An_indiestyle_experiment_at_a_AAA_studio_Insomniacs_Slow_Down_Bull.php,"Slow Down, Bull",mobile pc,puzzle,single,production,testing,"We did a ton of playtesting and telemetry in the early stages of the project when everything was coming together, which was super useful for deciding early on what features to keep and to drop and get an idea of if the overall game was going to be fun. However, towards the end of the project, we got caught under the timeline of finishing the game on time and didn’t devote as much time and resources to telemetry and playtesting."
756,"An indie-style experiment at a AAA studio: Insomniacs Slow Down, Bull",2015,http://www.gamasutra.com/view/news/259163/An_indiestyle_experiment_at_a_AAA_studio_Insomniacs_Slow_Down_Bull.php,"Slow Down, Bull",mobile pc,puzzle,single,production,bugs,"We also had a lot of trouble with bugs in more complicated state transitions between animations for certain characters, especially anything that involved any sort of layering (Annette the bullcatcher was notorious for not transitioning properly through her various tell states, even when all the variables were set, due to the unintuitive transition settings in the animators overriding what animation was being told to play in the state machine)"
757,"An indie-style experiment at a AAA studio: Insomniacs Slow Down, Bull",2015,http://www.gamasutra.com/view/news/259163/An_indiestyle_experiment_at_a_AAA_studio_Insomniacs_Slow_Down_Bull.php,"Slow Down, Bull",mobile pc,puzzle,single,management-people,delays,"It was important for the company to not divide its message across games, so the result was there was a big delay between wrapping up the developer streams and the launch of the game so we couldn’t tie launch promotion to the streams. "
758,"An indie-style experiment at a AAA studio: Insomniacs Slow Down, Bull",2015,http://www.gamasutra.com/view/news/259163/An_indiestyle_experiment_at_a_AAA_studio_Insomniacs_Slow_Down_Bull.php,"Slow Down, Bull",mobile pc,puzzle,single,management-feature,cutting-features," When we had a final understanding of our timeline and I decided to cut leaderboards up front so that we could actually finish the game on time, there was some response of confusion since, after all, I’d gotten leaderboards up and running within a couple of weeks for the prototype. "
759,Postmortem: Failbetter Games Sunless Sea,2015,http://www.gamasutra.com/view/news/237657/Postmortem_Failbetter_Games_Sunless_Sea.php,Sunless Sea,pc,roguelike,single,production,design,"I said above that we nailed the thematic and mechanical focus of the game. That’s true, but there was one area where we vacillated badly. Was Sunless Sea a CRPG or a roguelike? My answer to this, for most of the development time, was ‘Yes!’ and that was our biggest mistake - specifically, I have to say, my mistake (...) This is the source of very nearly everything that’s wrong with the game. It’s left us with an uneven difficulty curve. It’s irritated players who don’t relish repeating early story. (...) Unfortunately, the original implementation just wasn’t very compelling. We worked on balance issues, and we had something interesting in the core mechanic - where you had to light up your enemy while avoiding being lit up in turn - but the fundamental problem was that the separate battle arena yanked the player out of our carefully layered atmosphere into something aggressively ludic."
760,Postmortem: Failbetter Games Sunless Sea,2015,http://www.gamasutra.com/view/news/237657/Postmortem_Failbetter_Games_Sunless_Sea.php,Sunless Sea,pc,roguelike,single,production,tools,"[Insufficient time building tools] We found some limited automation solutions to speed up these issues at the end, but we all agreed that we wished we’d spent more time on initial tooling up front. "
761,Postmortem: Failbetter Games Sunless Sea,2015,http://www.gamasutra.com/view/news/237657/Postmortem_Failbetter_Games_Sunless_Sea.php,Sunless Sea,pc,roguelike,single,production,technical,"The game relied a lot on JSON configuration files. Some of those were output from the CMS, some of them were just edited by hand. This was fine when we were experimenting, or aiming for an early launch, but as time wore on and the game grew, it became (to quote Liam, our lead dev) ‘like chopping down trees with your hands’. That only works in Minecraft. (...) we inherited a bunch of non-ideal UI issues. Our story engine was designed to work with a web UI, and has in any case remained largely unchanged for some years. It’s flexible and effective, but it can also look clunky and ugly. We imported that clunkiness directly in our game."
762,Postmortem: Failbetter Games Sunless Sea,2015,http://www.gamasutra.com/view/news/237657/Postmortem_Failbetter_Games_Sunless_Sea.php,Sunless Sea,pc,roguelike,single,management-feature,scope,"This was a product of two things: our relative inexperience, and the way that scope gradually increased. "
763,Postmortem: Failbetter Games Sunless Sea,2015,http://www.gamasutra.com/view/news/237657/Postmortem_Failbetter_Games_Sunless_Sea.php,Sunless Sea,pc,roguelike,single,management-feature,cutting-features,"So we had a Serious Team Meeting. We noted that we’d added a Unity dev with AI and animation skills to the team; that even the hardcore Fallen London players didn’t love original combat; that we needed a fundamental change. We threw out the original mechanic completely, and took the extra dev time to make it as good as we could afford"
764,Postmortem - Swing Racers,2015,http://www.gamasutra.com/blogs/CorySpooner/20151124/260239/Postmortem__Swing_Racers.php,Swing racers,mobile,racing,single,production,design,"UI sucked a disgusting amount of development time. I think even when you have a good UI system it can be a pain, but I was manually positioning, scaling and animating *everything* in code without any live preview (the only other alternative in UDK was Scaleform, which I’d read performed really bad on mobile and would’ve meant learning Actionscript as well). Change position, compile, run, check, go back, change again, etc."
765,Postmortem - Swing Racers,2015,http://www.gamasutra.com/blogs/CorySpooner/20151124/260239/Postmortem__Swing_Racers.php,Swing racers,mobile,racing,single,production,technical,"Amateur coding might suffice for something small but mine got big... like 10x bigger than I expected, and it becomes hard to manage if you didn’t do it right."
766,Postmortem - Swing Racers,2015,http://www.gamasutra.com/blogs/CorySpooner/20151124/260239/Postmortem__Swing_Racers.php,Swing racers,mobile,racing,single,production,testing,"However, I struggled to get much testing done when I had a more finished product (beyond getting your friend’s kids to play the game) - I mean the kind of testing that finds bugs, not suggests new features. You tend to jam a lot of stuff in at the very end and that’s when you’re likely to introduce bugs, particularly if you’re a novice programmer."
767,Postmortem - Swing Racers,2015,http://www.gamasutra.com/blogs/CorySpooner/20151124/260239/Postmortem__Swing_Racers.php,Swing racers,mobile,racing,single,management-feature,planning,Many times since release I have wished that I knew things about people playing my game - how many players chose the “left-handed” option? how many strived to unlock everything? which levels did they go back to the most? Knowing these things would help make better decisions on features for the next project.
768,Postmortem - Swing Racers,2015,http://www.gamasutra.com/blogs/CorySpooner/20151124/260239/Postmortem__Swing_Racers.php,Swing racers,mobile,racing,single,business,marketing,"Swing Racers was the first time marketing for me - I’d read a few guides about it and kinda had an idea of what to expect but I was still fairly naive. I’ve learnt that it is indeed a full-time job - there is always more marketing that can be done! (...) Youll see mentioned in various places that screenshots are super important. They are! As are the trailer and promotional art (app icon or box art). (...) I also rushed the trailer. Next time I would like to plan it properly and spend more time on it (or even better, pay a pro if costs allow). I feel like I did an OK job on the app icon considering I’m not that comfortable with that kind of stylized art, but I won’t forget to make that a priority next time, as well."
769,Vanishing Point Postmortem,2015,http://www.gamasutra.com/blogs/KevinWong/20150520/243620/Vanishing_Point_Postmortem.php,Vanishing Point,console,racing,single,production,design,"The creative direction for the project was unclear throughout its first half, aside from a high level social goal; questions of tone, mood, theme, and purpose were left very ambiguous. (...) When I had it in my hands at start of fall and was asked to build levels and new mechanics out of it, I never really felt the mechanic granted me enough room to be creative with design. "
770,Vanishing Point Postmortem,2015,http://www.gamasutra.com/blogs/KevinWong/20150520/243620/Vanishing_Point_Postmortem.php,Vanishing Point,console,racing,single,production,tools,Development on Vanishing Point originated in Unity but switched to Unreal 4 to give exciting challenges to engineers and permit use of its powerful lighting engine and blueprint system. This was not the best decision for the game or its players because developers had to spend the first several months learning a new toolset and transitioning to an unfamiliar workflow.
771,Vanishing Point Postmortem,2015,http://www.gamasutra.com/blogs/KevinWong/20150520/243620/Vanishing_Point_Postmortem.php,Vanishing Point,console,racing,single,production,prototyping,"[CORE MECHANIC NOT PROTOTYPED ENOUGH] Early prototypes of the game were mechanically identical to The Museum of Simulation Technology, where the scale of an object was relative to the object’s position in relation to the player. Over the summer, the mechanic was changed to work by the position of the player in relation to the object"
772,Vanishing Point Postmortem,2015,http://www.gamasutra.com/blogs/KevinWong/20150520/243620/Vanishing_Point_Postmortem.php,Vanishing Point,console,racing,single,management-people,delays,"This slowed development greatly, and entire weeks were spent bumbling around the engine trying to figure out how to make the game with these tools. That delayed that early, exploratory development phase where you are figuring out how to bring out the fun in what you have, prototyping new mechanics and discovering what works lasted all the way to the end of the first semester. "
773,Vanishing Point Postmortem,2015,http://www.gamasutra.com/blogs/KevinWong/20150520/243620/Vanishing_Point_Postmortem.php,Vanishing Point,console,racing,single,management-people,crunch-time,"Crunching under a tight deadline when you and the people around you lack it feels like a tragic death march towards an inevitable defeat. In our first semester, we ended up in this state of mind as our major Winter Demo Day deadline loomed by."
774,Vanishing Point Postmortem,2015,http://www.gamasutra.com/blogs/KevinWong/20150520/243620/Vanishing_Point_Postmortem.php,Vanishing Point,console,racing,single,management-people,communication,"If any of these parameters are not met, that asset must be sent back to whoever built it. With different individuals working at each step of this process, it could take a while for art assets to be ready for integration in the game."
775,Vanishing Point Postmortem,2015,http://www.gamasutra.com/blogs/KevinWong/20150520/243620/Vanishing_Point_Postmortem.php,Vanishing Point,console,racing,single,management-people,team,"One of the things that we struggled with was the dearth of 3D artists and animators local to USC. Much of Vanishing Point’s 3D art had to be outsourced to volunteer freelancers or non artists. Thus, asset production was slow and fraught with errors. (...) Furthermore, since most of our team was made out of volunteers who were not taking the AGP class for credit, we had no way to keep volunteer members accountable for completing their tasks on time to a high standard since there was no consequence for receiving a red on a task."
776,"Amazia, a CCG for mobile",2016,gamasutra.com/blogs/SinaShahbazi/20180401/315886/Postmortem_Amazia_a_CCG_for_mobile.php,Amazia,mobile,strategy,single,production,design," A lot has been said on the importance of polish. Its a bit of vague term. It could mean balancing and fine-tuning the gameplay, it could mean getting rid of bugs or it could mean getting the art to be that little bit prettier. In our team what we usually meant by polish was game-feel and sparkly animations and effects. Allocation of funds was lopsided to say the least. We ended up with very high quality card art, but we didnt get any animations or visual effects to go with the game, so as a result we implemented a generic animation that would be used for all effects, only differing in its sound effect and color depending on the type of effect it was producing. Games like Hearthstone and all other Blizzard games live by their high degree of polish. It was a shame Amazia lacked this quality as it was evident that younger and casual players in particular had a harder time getting into the game due to it not being exciting enough."
777,"Amazia, a CCG for mobile",2016,gamasutra.com/blogs/SinaShahbazi/20180401/315886/Postmortem_Amazia_a_CCG_for_mobile.php,Amazia,mobile,strategy,single,management-people,communication," If theres just one lesson to give from the development of Amazia, its that a shared and clear vision for a game must be established and held onto through the entire dev cycle. This is especially true of a small indie team like ourselves, and even more critical that its shared between the co-founders. The problem in the case of Amazia was that I had laid out a vision and a strategy to achieve it at the start of pre-production and the game was being developed with this vision in mind for some time until my partner and the lead programmer of the game decided that it would be a better idea to pivot to an easier and more manageable target of 1/6 releasing for the local market. I was convinced because it was supposed to be a soft launch to gather feedback about the game. In an unclear vision though, targets shift and change and some months down the line we were not soft launching, we were in full production mode for the game. Its easy in theory to settle this problem with having a team member like the game designer or producer be the person making the final calls, but in reality team dynamics are more complicated than that. Game development is a team effort and theres no place for a dictator. At the same time, that shouldnt be an excuse for the team to lack vision and direction as well. Sometimes the lack of clear vision is not critical but for Amazia it was fatal."
778,"Amazia, a CCG for mobile",2016,gamasutra.com/blogs/SinaShahbazi/20180401/315886/Postmortem_Amazia_a_CCG_for_mobile.php,Amazia,mobile,strategy,single,management-people,team," An online F2P CCG that was to handle many different features was a massive task. It was made even bigger by the fact that pretty much all the programming was done by one person. Thats not to say no one else did any programming ever, but the contributions were small and in the long run the team was hit hard by this constraint, especially towards the end where our programmer was getting somewhat tired. Its a remarkable achievement nonetheless and when talking to different publishers, both local and abroad, they were all astonished by the feat of completing the entire thing with all its features in one year. 2/6 That being said, as the designer on the team, there were many work-hours that I felt I wasnt contributing as much as I could. Now Im not exactly a programming illiterate, and I did code the different cards of the game which was the bulk of the content, but I could have been a sort of junior programmer as well, working on systems and other features. Maybe I could have done the tutorial, or improved the game feel. Our lead never agreed on training me, always arguing that it would take time and were just about to release and finish the job. This went on for months unfortunately so he wasnt justified in his assumption. Should the game had more than one programmer, we could have saved on time and money more and the power dynamics of the team would have been more balanced."
779,"Amazia, a CCG for mobile",2016,gamasutra.com/blogs/SinaShahbazi/20180401/315886/Postmortem_Amazia_a_CCG_for_mobile.php,Amazia,mobile,strategy,single,business,marketing," Both of the co-founders for Amazia have academic backgrounds in business, so its astounding how we missed some of the very basics of marketing. No, I dont mean advertising and public relations, Im talking about market analysis and strategy. Though I had initially done an STP analysis and guide for Amazia, it was all thrown out after we switched to the local mobile version, because the entire market was changed. Keep in mind that originally Amazia was meant to be a game that was targeting a niche of players who wanted a deeper game than Hearthstone but easier to access than games like Yu-gi-oh or Magic. Its a niche thats also been attempted to be filled by many other games such as Duelyst, Faeria and Shadowverse, so it wasnt as if the competition was light, but thats also where the smaller details of the marketing strategy come in play as for where to focus the PR message on. These plan would be no more after the pivot. Everything changed, the whole landscape was different, from the audience, to our product, to our distribution and communication channels. Worse however was that we didnt sit down and re-do these marketing basics. We never segmented the local market, or thought how we could reach them. We didnt consider what need we were fulfilling. What was our core product? A strategy game. Ok, now does that core product have demand in this local market? These were all questions that should have been answered and werent answered all the way until it was too late and there was only blame to pass. Our marketing was terrible. We targeted the wrong market, we didnt give our target what they needed, we didnt have a plan to get fans involved and we could never position ourselves in a place that fit our game."
